concello;objectid;ua_teselas;ua_tesel_1;ua;hectares;grupoua;shape_leng;tabla_anex;tabla_an_1;cobertura;cod_tipo;codanexoi;cod_anexoi;p;anexoi_gal;shape_leng;
Monfero;7512;8630;ES1110003.1301;UA320;295.2046691;UA300;20852.90889;7572;ES1110003.1301;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;20852.90889;
Monfero;7513;8630;ES1110003.1301;UA320;295.2046691;UA300;20852.90889;7575;ES1110003.1301;1;V;8310;8310;;Covas non explotadas polo turismo;20852.90889;
Muras;99771;69309;ES1120015.1077;UA532;3.840990534;UA500;807.3290686;99839;ES1120015.1077;5;V;6510;6510;;Prados de sega de baixa altitude;807.3290686;
Muras;99816;69314;ES1120015.1097;UA320;0.937983679;UA300;622.2977965;99884;ES1120015.1097;4;V;8230;8230;;Rochedos silíceos con vexetación pioneira;622.2977965;
Muras;99817;69314;ES1120015.1097;UA320;0.937983679;UA300;622.2977965;99885;ES1120015.1097;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;622.2977965;
Muras;99818;69314;ES1120015.1097;UA320;0.937983679;UA300;622.2977965;99886;ES1120015.1097;2;V;4030;4030;;Queirogais secos europeos;622.2977965;
Muras;99819;69314;ES1120015.1097;UA320;0.937983679;UA300;622.2977965;99887;ES1120015.1097;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;622.2977965;
Muras;100781;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100855;ES1120015.1584;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;87671.77496;
Muras;100782;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100856;ES1120015.1584;3;S;4030;4030;;Queirogais secos europeos;87671.77496;
Muras;100783;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100854;ES1120015.1584;1;V;3160;3160;;Lagos e charcas distróficos naturais;87671.77496;
Muras;100784;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100853;ES1120015.1584;1;V;7140;7140;;Turbeiras de transición e inllós;87671.77496;
Muras;100785;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100851;ES1120015.1584;1;V;7110*;7110;X;Turbeiras altas activas;87671.77496;
Muras;100786;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100850;ES1120015.1584;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;87671.77496;
Muras;100787;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100849;ES1120015.1584;4;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;87671.77496;
Muras;100788;68655;ES1120015.1584;UA270;1070.86661;UA200;87671.77496;100852;ES1120015.1584;2;V;7110*;7110;X;Turbeiras altas activas;87671.77496;
Muras;102923;69919;ES1120015.2446;UA230;2232.594149;UA200;178365.2656;102991;ES1120015.2446;5;P;7130*;7130;X;Turbeiras de cobertor (* para turbeiras activas);178365.2656;
Muras;102924;69919;ES1120015.2446;UA230;2232.594149;UA200;178365.2656;102992;ES1120015.2446;1;V;3160;3160;;Lagos e charcas distróficos naturais;178365.2656;
Muras;103108;69307;ES1120015.2511;UA220;1.797871888;UA200;25684.77507;103176;ES1120015.2511;5;P;3260;3260;;Ríos dos pisos basal a montano;25684.77507;
Muras;103109;69307;ES1120015.2511;UA220;1.797871888;UA200;25684.77507;103177;ES1120015.2511;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;25684.77507;
Muras;103110;69307;ES1120015.2511;UA220;1.797871888;UA200;25684.77507;103178;ES1120015.2511;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;25684.77507;
Muras;103724;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103799;ES1120015.2660;1;V;7110*;7110;X;Turbeiras altas activas;27355.98492;
Muras;103725;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103804;ES1120015.2660;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;27355.98492;
Muras;103726;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103803;ES1120015.2660;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;27355.98492;
Muras;103727;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103802;ES1120015.2660;1;S;4030;4030;;Queirogais secos europeos;27355.98492;
Muras;103728;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103805;ES1120015.2660;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;27355.98492;
Muras;103729;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103800;ES1120015.2660;1;V;7140;7140;;Turbeiras de transición e inllós;27355.98492;
Muras;103730;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103797;ES1120015.2660;1;V;7110*;7110;X;Turbeiras altas activas;27355.98492;
Muras;103731;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103796;ES1120015.2660;1;V;6230*;6230;X;Formacións herbáceas con Nardus;27355.98492;
Muras;103732;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103795;ES1120015.2660;1;V;7110*;7110;X;Turbeiras altas activas;27355.98492;
Muras;103733;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103794;ES1120015.2660;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;27355.98492;
Muras;103734;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103793;ES1120015.2660;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;27355.98492;
Muras;103735;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103792;ES1120015.2660;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;27355.98492;
Muras;103736;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103798;ES1120015.2660;1;V;7110*;7110;X;Turbeiras altas activas;27355.98492;
Muras;103737;70161;ES1120015.2660;UA270;274.4281262;UA200;27355.98492;103801;ES1120015.2660;1;V;3160;3160;;Lagos e charcas distróficos naturais;27355.98492;
Muras;104054;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104127;ES1120015.2764;1;V;7110*;7110;X;Turbeiras altas activas;23568.13898;
Muras;104055;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104134;ES1120015.2764;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;23568.13898;
Muras;104056;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104133;ES1120015.2764;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;23568.13898;
Muras;104057;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104132;ES1120015.2764;1;S;4030;4030;;Queirogais secos europeos;23568.13898;
Muras;104058;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104131;ES1120015.2764;1;V;3160;3160;;Lagos e charcas distróficos naturais;23568.13898;
Muras;104059;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104130;ES1120015.2764;1;V;7140;7140;;Turbeiras de transición e inllós;23568.13898;
Muras;104060;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104128;ES1120015.2764;1;V;7110*;7110;X;Turbeiras altas activas;23568.13898;
Muras;104061;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104126;ES1120015.2764;1;V;6230*;6230;X;Formacións herbáceas con Nardus;23568.13898;
Muras;104062;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104125;ES1120015.2764;1;V;7110*;7110;X;Turbeiras altas activas;23568.13898;
Muras;104063;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104124;ES1120015.2764;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;23568.13898;
Muras;104064;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104123;ES1120015.2764;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;23568.13898;
Muras;104065;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104122;ES1120015.2764;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;23568.13898;
Muras;104066;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104135;ES1120015.2764;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;23568.13898;
Muras;104067;69316;ES1120015.2764;UA270;171.8499702;UA200;23568.13898;104129;ES1120015.2764;1;V;7110*;7110;X;Turbeiras altas activas;23568.13898;
Muras;104114;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104190;ES1120015.2802;1;V;7140;7140;;Turbeiras de transición e inllós;27293.01548;
Muras;104115;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104195;ES1120015.2802;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;27293.01548;
Muras;104116;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104194;ES1120015.2802;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;27293.01548;
Muras;104117;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104193;ES1120015.2802;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;27293.01548;
Muras;104118;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104183;ES1120015.2802;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;27293.01548;
Muras;104119;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104192;ES1120015.2802;1;S;4030;4030;;Queirogais secos europeos;27293.01548;
Muras;104120;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104191;ES1120015.2802;1;V;3160;3160;;Lagos e charcas distróficos naturais;27293.01548;
Muras;104121;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104189;ES1120015.2802;1;V;7110*;7110;X;Turbeiras altas activas;27293.01548;
Muras;104122;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104188;ES1120015.2802;1;V;7110*;7110;X;Turbeiras altas activas;27293.01548;
Muras;104123;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104187;ES1120015.2802;1;V;7110*;7110;X;Turbeiras altas activas;27293.01548;
Muras;104124;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104186;ES1120015.2802;1;V;6230*;6230;X;Formacións herbáceas con Nardus;27293.01548;
Muras;104125;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104184;ES1120015.2802;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;27293.01548;
Muras;104126;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104182;ES1120015.2802;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;27293.01548;
Muras;104127;69447;ES1120015.2802;UA270;142.3968861;UA200;27293.01548;104185;ES1120015.2802;1;V;7110*;7110;X;Turbeiras altas activas;27293.01548;
Muxía;13404;12340;ES1110005.1120;UA532;10.74195469;UA500;2178.692652;13472;ES1110005.1120;2;V;6510;6510;;Prados de sega de baixa altitude;2178.692652;
Muxía;13405;12340;ES1110005.1120;UA532;10.74195469;UA500;2178.692652;13473;ES1110005.1120;2;V;6510;6510;;Prados de sega de baixa altitude;2178.692652;
Muxía;13406;12340;ES1110005.1120;UA532;10.74195469;UA500;2178.692652;13474;ES1110005.1120;1;V;6410;6410;;Prados con Molinia;2178.692652;
Muxía;13407;12340;ES1110005.1120;UA532;10.74195469;UA500;2178.692652;13475;ES1110005.1120;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2178.692652;
Muxía;13408;12340;ES1110005.1120;UA532;10.74195469;UA500;2178.692652;13476;ES1110005.1120;1;S;6410;6410;;Prados con Molinia;2178.692652;
Muxía;13409;12340;ES1110005.1120;UA532;10.74195469;UA500;2178.692652;13477;ES1110005.1120;1;S;5230*;5230;X;Matogueiras arborescentes de Laurus nobilis;2178.692652;
Muxía;15817;14085;ES1110005.2960;UA320;207.632518;UA300;16776.09978;15885;ES1110005.2960;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;16776.09978;
Muxía;15818;14085;ES1110005.2960;UA320;207.632518;UA300;16776.09978;15886;ES1110005.2960;5;V;4030;4030;;Queirogais secos europeos;16776.09978;
Muxía;15819;14085;ES1110005.2960;UA320;207.632518;UA300;16776.09978;15887;ES1110005.2960;1;V;4030;4030;;Queirogais secos europeos;16776.09978;
Muxía;15820;14085;ES1110005.2960;UA320;207.632518;UA300;16776.09978;15888;ES1110005.2960;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;16776.09978;
Muxía;15821;14085;ES1110005.2960;UA320;207.632518;UA300;16776.09978;15889;ES1110005.2960;1;S;3260;3260;;Ríos dos pisos basal a montano;16776.09978;
Muxía;15822;14085;ES1110005.2960;UA320;207.632518;UA300;16776.09978;15890;ES1110005.2960;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;16776.09978;
Negreira;26757;23617;ES1110011.0388;UA411;35.72011273;UA400;5680.355011;26826;ES1110011.0388;1;V;5230*;5230;X;Matogueiras arborescentes de Laurus nobilis;5680.355011;
Negreira;26758;23617;ES1110011.0388;UA411;35.72011273;UA400;5680.355011;26827;ES1110011.0388;1;V;9180*;9180;X;Bosques de encostas, desprendementos e barrancos do Tilio-Acerion;5680.355011;
Negreira;26759;23617;ES1110011.0388;UA411;35.72011273;UA400;5680.355011;26825;ES1110011.0388;5;V;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;5680.355011;
Negreira;26760;23617;ES1110011.0388;UA411;35.72011273;UA400;5680.355011;26828;ES1110011.0388;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;5680.355011;
Negreira;26828;23958;ES1110011.0418;UA220;28.90193989;UA200;17739.69071;26897;ES1110011.0418;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;17739.69071;
Negreira;26829;23958;ES1110011.0418;UA220;28.90193989;UA200;17739.69071;26896;ES1110011.0418;5;P;3260;3260;;Ríos dos pisos basal a montano;17739.69071;
Negreira;26968;23951;ES1110011.0502;UA261;7.267125799;UA200;4388.610438;27036;ES1110011.0502;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;4388.610438;
Noia;26828;23958;ES1110011.0418;UA220;28.90193989;UA200;17739.69071;26897;ES1110011.0418;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;17739.69071;
Noia;26829;23958;ES1110011.0418;UA220;28.90193989;UA200;17739.69071;26896;ES1110011.0418;5;P;3260;3260;;Ríos dos pisos basal a montano;17739.69071;
Ordes;33463;31416;ES1110016.0032;UA220;14.22769527;UA200;47254.51636;33531;ES1110016.0032;5;P;3260;3260;;Ríos dos pisos basal a montano;47254.51636;
Ordes;33464;31416;ES1110016.0032;UA220;14.22769527;UA200;47254.51636;33532;ES1110016.0032;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;47254.51636;
Ordes;33465;31416;ES1110016.0032;UA220;14.22769527;UA200;47254.51636;33533;ES1110016.0032;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;47254.51636;
Ordes;38479;31388;ES1110016.3397;UA220;6.697235314;UA200;22084.16167;38547;ES1110016.3397;5;P;3260;3260;;Ríos dos pisos basal a montano;22084.16167;
Ordes;38480;31388;ES1110016.3397;UA220;6.697235314;UA200;22084.16167;38548;ES1110016.3397;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;22084.16167;
Ordes;38481;31388;ES1110016.3397;UA220;6.697235314;UA200;22084.16167;38549;ES1110016.3397;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;22084.16167;
Ortigueira;1578;1516;ES1110001.0723;UA220;8.716338776;UA200;15038.64972;1648;ES1110001.0723;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;15038.64972;
Ortigueira;1579;1516;ES1110001.0723;UA220;8.716338776;UA200;15038.64972;1647;ES1110001.0723;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;15038.64972;
Ortigueira;1580;1516;ES1110001.0723;UA220;8.716338776;UA200;15038.64972;1646;ES1110001.0723;5;P;3260;3260;;Ríos dos pisos basal a montano;15038.64972;
Ortigueira;1581;1470;ES1110001.0728;UA220;8.422530407;UA200;16843.49485;1649;ES1110001.0728;5;P;3260;3260;;Ríos dos pisos basal a montano;16843.49485;
Ortigueira;1582;1470;ES1110001.0728;UA220;8.422530407;UA200;16843.49485;1650;ES1110001.0728;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;16843.49485;
Ortigueira;1583;1470;ES1110001.0728;UA220;8.422530407;UA200;16843.49485;1651;ES1110001.0728;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;16843.49485;
Ortigueira;1785;1082;ES1110001.0858;UA531;8.992995766;UA500;2086.961036;1853;ES1110001.0858;3;V;6510;6510;;Prados de sega de baixa altitude;2086.961036;
Ortigueira;1786;1083;ES1110001.0859;UA531;4.891103795;UA500;1979.019179;1854;ES1110001.0859;3;V;6510;6510;;Prados de sega de baixa altitude;1979.019179;
Ortigueira;2185;1544;ES1110001.1244;UA220;2.683653206;UA200;5383.922062;2253;ES1110001.1244;5;P;3260;3260;;Ríos dos pisos basal a montano;5383.922062;
Ortigueira;2186;1544;ES1110001.1244;UA220;2.683653206;UA200;5383.922062;2254;ES1110001.1244;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;5383.922062;
Ortigueira;2187;1544;ES1110001.1244;UA220;2.683653206;UA200;5383.922062;2255;ES1110001.1244;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;5383.922062;
Ortigueira;2225;1245;ES1110001.1262;UA260;0.629388789;UA200;2247.41625;2293;ES1110001.1262;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;2247.41625;
Ortigueira;2226;1245;ES1110001.1262;UA260;0.629388789;UA200;2247.41625;2294;ES1110001.1262;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2247.41625;
Ortigueira;2227;1465;ES1110001.1263;UA260;1.688810345;UA200;2692.483676;2295;ES1110001.1263;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;2692.483676;
Ortigueira;2228;1465;ES1110001.1263;UA260;1.688810345;UA200;2692.483676;2296;ES1110001.1263;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2692.483676;
Ortigueira;2441;1417;ES1110001.1410;UA220;6.973421977;UA200;13958.06367;2509;ES1110001.1410;5;P;3260;3260;;Ríos dos pisos basal a montano;13958.06367;
Ortigueira;2442;1417;ES1110001.1410;UA220;6.973421977;UA200;13958.06367;2510;ES1110001.1410;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;13958.06367;
Ortigueira;2443;1417;ES1110001.1410;UA220;6.973421977;UA200;13958.06367;2511;ES1110001.1410;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;13958.06367;
Ourol;91965;62290;ES1120012.0436;UA631;4.744822618;UA600;1822.165479;92036;ES1120012.0436;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;1822.165479;
Ourol;91966;62290;ES1120012.0436;UA631;4.744822618;UA600;1822.165479;92033;ES1120012.0436;1;S;4030;4030;;Queirogais secos europeos;1822.165479;
Ourol;91967;62290;ES1120012.0436;UA631;4.744822618;UA600;1822.165479;92034;ES1120012.0436;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;1822.165479;
Ourol;91968;62290;ES1120012.0436;UA631;4.744822618;UA600;1822.165479;92035;ES1120012.0436;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;1822.165479;
Ourol;91971;62450;ES1120012.0438;UA631;113.8208815;UA600;9922.555162;92042;ES1120012.0438;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;9922.555162;
Ourol;91972;62450;ES1120012.0438;UA631;113.8208815;UA600;9922.555162;92039;ES1120012.0438;1;S;4030;4030;;Queirogais secos europeos;9922.555162;
Ourol;91973;62450;ES1120012.0438;UA631;113.8208815;UA600;9922.555162;92040;ES1120012.0438;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;9922.555162;
Ourol;91974;62450;ES1120012.0438;UA631;113.8208815;UA600;9922.555162;92041;ES1120012.0438;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;9922.555162;
Ourol;92062;62415;ES1120012.0475;UA631;13.82069556;UA600;2396.238989;92130;ES1120012.0475;1;S;4030;4030;;Queirogais secos europeos;2396.238989;
Ourol;92063;62415;ES1120012.0475;UA631;13.82069556;UA600;2396.238989;92131;ES1120012.0475;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;2396.238989;
Ourol;92064;62415;ES1120012.0475;UA631;13.82069556;UA600;2396.238989;92132;ES1120012.0475;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;2396.238989;
Ourol;92065;62415;ES1120012.0475;UA631;13.82069556;UA600;2396.238989;92133;ES1120012.0475;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;2396.238989;
Ourol;92066;62287;ES1120012.0478;UA631;81.81834362;UA600;11073.86195;92137;ES1120012.0478;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;11073.86195;
Ourol;92067;62287;ES1120012.0478;UA631;81.81834362;UA600;11073.86195;92136;ES1120012.0478;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;11073.86195;
Ourol;92068;62287;ES1120012.0478;UA631;81.81834362;UA600;11073.86195;92135;ES1120012.0478;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;11073.86195;
Ourol;92069;62287;ES1120012.0478;UA631;81.81834362;UA600;11073.86195;92134;ES1120012.0478;1;S;4030;4030;;Queirogais secos europeos;11073.86195;
Ourol;92088;62321;ES1120012.0488;UA260;2.189292826;UA200;6457.598658;92156;ES1120012.0488;5;P;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;6457.598658;
Ourol;92089;62321;ES1120012.0488;UA260;2.189292826;UA200;6457.598658;92157;ES1120012.0488;1;V;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;6457.598658;
Ourol;92147;62410;ES1120012.0526;UA631;9.147815353;UA600;2528.728885;92218;ES1120012.0526;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;2528.728885;
Ourol;92148;62410;ES1120012.0526;UA631;9.147815353;UA600;2528.728885;92217;ES1120012.0526;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;2528.728885;
Ourol;92149;62410;ES1120012.0526;UA631;9.147815353;UA600;2528.728885;92215;ES1120012.0526;1;S;4030;4030;;Queirogais secos europeos;2528.728885;
Ourol;92150;62410;ES1120012.0526;UA631;9.147815353;UA600;2528.728885;92216;ES1120012.0526;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;2528.728885;
Ourol;92182;62462;ES1120012.0543;UA220;14.05883924;UA200;55906.66659;92250;ES1120012.0543;5;P;3260;3260;;Ríos dos pisos basal a montano;55906.66659;
Ourol;92183;62462;ES1120012.0543;UA220;14.05883924;UA200;55906.66659;92251;ES1120012.0543;2;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;55906.66659;
Ourol;92184;62462;ES1120012.0543;UA220;14.05883924;UA200;55906.66659;92252;ES1120012.0543;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;55906.66659;
Ourol;92192;62446;ES1120012.0547;UA220;14.34056679;UA200;25844.58919;92263;ES1120012.0547;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;25844.58919;
Ourol;92193;62446;ES1120012.0547;UA220;14.34056679;UA200;25844.58919;92260;ES1120012.0547;5;P;3260;3260;;Ríos dos pisos basal a montano;25844.58919;
Ourol;92194;62446;ES1120012.0547;UA220;14.34056679;UA200;25844.58919;92261;ES1120012.0547;1;V;3270;3270;;Ríos de ribeiras lamacentas (Chenopodion rubri p.p. e de Bidention p.p.);25844.58919;
Ourol;92195;62446;ES1120012.0547;UA220;14.34056679;UA200;25844.58919;92262;ES1120012.0547;1;V;91E0*;9.10E+01;X;Bosques aluviais de Alnus glutinosa e Fraxinus excelsior;25844.58919;
Ourol;99887;69339;ES1120015.1114;UA240;32.34301378;UA200;4064.907034;99955;ES1120015.1114;5;P;7120;7120;;Turbeiras altas degradadas;4064.907034;
Ourol;99888;69339;ES1120015.1114;UA240;32.34301378;UA200;4064.907034;99956;ES1120015.1114;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;4064.907034;
Ourol;99983;68959;ES1120015.1142;UA532;4.321579878;UA500;996.4950747;100051;ES1120015.1142;3;V;6510;6510;;Prados de sega de baixa altitude;996.4950747;
Ourol;101831;67704;ES1120015.2023;UA270;6.065687653;UA200;1921.58041;101899;ES1120015.2023;4;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;1921.58041;
Ourol;101832;67704;ES1120015.2023;UA270;6.065687653;UA200;1921.58041;101900;ES1120015.2023;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;1921.58041;
Ourol;101833;67704;ES1120015.2023;UA270;6.065687653;UA200;1921.58041;101901;ES1120015.2023;1;V;7110*;7110;X;Turbeiras altas activas;1921.58041;
Ourol;101834;67704;ES1120015.2023;UA270;6.065687653;UA200;1921.58041;101902;ES1120015.2023;2;V;7110*;7110;X;Turbeiras altas activas;1921.58041;
Ourol;101835;67704;ES1120015.2023;UA270;6.065687653;UA200;1921.58041;101903;ES1120015.2023;3;S;4030;4030;;Queirogais secos europeos;1921.58041;
Ourol;101893;68380;ES1120015.2052;UA532;0.839639889;UA500;515.4695439;101961;ES1120015.2052;3;V;6510;6510;;Prados de sega de baixa altitude;515.4695439;
Ourol;101894;68721;ES1120015.2053;UA532;0.253467775;UA500;267.5473665;101962;ES1120015.2053;3;V;6510;6510;;Prados de sega de baixa altitude;267.5473665;
Ourol;101895;69282;ES1120015.2055;UA631;171.4897859;UA600;17970.4449;101963;ES1120015.2055;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;17970.4449;
Ourol;101933;69281;ES1120015.2068;UA270;15.47258607;UA200;2212.928349;102005;ES1120015.2068;1;V;6230*;6230;X;Formacións herbáceas con Nardus;2212.928349;
Ourol;101934;69281;ES1120015.2068;UA270;15.47258607;UA200;2212.928349;102008;ES1120015.2068;1;V;7110*;7110;X;Turbeiras altas activas;2212.928349;
Ourol;101935;69281;ES1120015.2068;UA270;15.47258607;UA200;2212.928349;102006;ES1120015.2068;1;V;7110*;7110;X;Turbeiras altas activas;2212.928349;
Ourol;101936;69281;ES1120015.2068;UA270;15.47258607;UA200;2212.928349;102007;ES1120015.2068;1;V;7110*;7110;X;Turbeiras altas activas;2212.928349;
Ourol;101937;69281;ES1120015.2068;UA270;15.47258607;UA200;2212.928349;102003;ES1120015.2068;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;2212.928349;
