concello;aeroxenadores;objectid;ua_teselas;ua_tesel_1;ua;hectares;grupoua;shape_leng;tabla_anex;tabla_an_1;cobertura;cod_tipo;codanexoi;cod_anexoi;p;anexoi_gal;shape_leng
Muras;16;103728;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103805;ES1120015.2660;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;27355.9849168
Muras;16;103729;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103800;ES1120015.2660;1;V;7140;7140;;Turbeiras de transición e inllós;27355.9849168
Muras;16;103730;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103797;ES1120015.2660;1;V;7110*;7110;X;Turbeiras altas activas;27355.9849168
Muras;16;103731;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103796;ES1120015.2660;1;V;6230*;6230;X;Formacións herbáceas con Nardus;27355.9849168
Muras;16;103732;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103795;ES1120015.2660;1;V;7110*;7110;X;Turbeiras altas activas;27355.9849168
Muras;16;103733;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103794;ES1120015.2660;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;27355.9849168
Muras;16;103734;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103793;ES1120015.2660;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;27355.9849168
Muras;16;103735;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103792;ES1120015.2660;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;27355.9849168
Muras;16;103736;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103798;ES1120015.2660;1;V;7110*;7110;X;Turbeiras altas activas;27355.9849168
Muras;16;103737;70161;ES1120015.2660;UA270;274.428126242;UA200;27355.9849168;103801;ES1120015.2660;1;V;3160;3160;;Lagos e charcas distróficos naturais;27355.9849168
Muras;4;104054;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104127;ES1120015.2764;1;V;7110*;7110;X;Turbeiras altas activas;23568.1389786
Muras;4;104055;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104134;ES1120015.2764;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;23568.1389786
Muras;4;104056;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104133;ES1120015.2764;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;23568.1389786
Muras;4;104057;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104132;ES1120015.2764;1;S;4030;4030;;Queirogais secos europeos;23568.1389786
Muras;4;104058;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104131;ES1120015.2764;1;V;3160;3160;;Lagos e charcas distróficos naturais;23568.1389786
Muras;4;104059;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104130;ES1120015.2764;1;V;7140;7140;;Turbeiras de transición e inllós;23568.1389786
Muras;4;104060;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104128;ES1120015.2764;1;V;7110*;7110;X;Turbeiras altas activas;23568.1389786
Muras;4;104061;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104126;ES1120015.2764;1;V;6230*;6230;X;Formacións herbáceas con Nardus;23568.1389786
Muras;4;104062;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104125;ES1120015.2764;1;V;7110*;7110;X;Turbeiras altas activas;23568.1389786
Muras;4;104063;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104124;ES1120015.2764;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;23568.1389786
Muras;4;104064;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104123;ES1120015.2764;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;23568.1389786
Muras;4;104065;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104122;ES1120015.2764;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;23568.1389786
Muras;4;104066;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104135;ES1120015.2764;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;23568.1389786
Muras;4;104067;69316;ES1120015.2764;UA270;171.849970182;UA200;23568.1389786;104129;ES1120015.2764;1;V;7110*;7110;X;Turbeiras altas activas;23568.1389786
Muras;4;104092;69451;ES1120015.2783;UA270;37.6285561151;UA200;2890.81889732;104167;ES1120015.2783;1;V;7110*;7110;X;Turbeiras altas activas;2890.81889732
Muras;4;104093;69451;ES1120015.2783;UA270;37.6285561151;UA200;2890.81889732;104161;ES1120015.2783;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;2890.81889732
Muras;4;104094;69451;ES1120015.2783;UA270;37.6285561151;UA200;2890.81889732;104162;ES1120015.2783;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;2890.81889732
Muras;4;104095;69451;ES1120015.2783;UA270;37.6285561151;UA200;2890.81889732;104163;ES1120015.2783;1;V;7110*;7110;X;Turbeiras altas activas;2890.81889732
Muras;4;104096;69451;ES1120015.2783;UA270;37.6285561151;UA200;2890.81889732;104164;ES1120015.2783;1;V;6230*;6230;X;Formacións herbáceas con Nardus;2890.81889732
Muras;4;104097;69451;ES1120015.2783;UA270;37.6285561151;UA200;2890.81889732;104165;ES1120015.2783;1;V;7110*;7110;X;Turbeiras altas activas;2890.81889732
Muras;4;104098;69451;ES1120015.2783;UA270;37.6285561151;UA200;2890.81889732;104166;ES1120015.2783;1;V;7110*;7110;X;Turbeiras altas activas;2890.81889732
Muras;4;104099;69451;ES1120015.2783;UA270;37.6285561151;UA200;2890.81889732;104160;ES1120015.2783;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;2890.81889732
Muras;11;104114;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104190;ES1120015.2802;1;V;7140;7140;;Turbeiras de transición e inllós;27293.0154783
Muras;11;104115;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104195;ES1120015.2802;1;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;27293.0154783
Muras;11;104116;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104194;ES1120015.2802;1;S;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;27293.0154783
Muras;11;104117;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104193;ES1120015.2802;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;27293.0154783
Muras;11;104118;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104183;ES1120015.2802;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;27293.0154783
Muras;11;104119;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104192;ES1120015.2802;1;S;4030;4030;;Queirogais secos europeos;27293.0154783
Muras;11;104120;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104191;ES1120015.2802;1;V;3160;3160;;Lagos e charcas distróficos naturais;27293.0154783
Muras;11;104121;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104189;ES1120015.2802;1;V;7110*;7110;X;Turbeiras altas activas;27293.0154783
Muras;11;104122;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104188;ES1120015.2802;1;V;7110*;7110;X;Turbeiras altas activas;27293.0154783
Muras;11;104123;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104187;ES1120015.2802;1;V;7110*;7110;X;Turbeiras altas activas;27293.0154783
Muras;11;104124;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104186;ES1120015.2802;1;V;6230*;6230;X;Formacións herbáceas con Nardus;27293.0154783
Muras;11;104125;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104184;ES1120015.2802;1;V;7150;7150;;Depresións sobre sustratos turbosos do Rhynchosporion;27293.0154783
Muras;11;104126;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104182;ES1120015.2802;5;P;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;27293.0154783
Muras;11;104127;69447;ES1120015.2802;UA270;142.39688613;UA200;27293.0154783;104185;ES1120015.2802;1;V;7110*;7110;X;Turbeiras altas activas;27293.0154783
Muras;2;104354;69996;ES1120015.2918;UA532;52.1989825706;UA500;7931.71368546;104422;ES1120015.2918;3;V;6510;6510;;Prados de sega de baixa altitude;7931.71368546
Muras;2;104355;69996;ES1120015.2918;UA532;52.1989825706;UA500;7931.71368546;104423;ES1120015.2918;1;V;6410;6410;;Prados con Molinia;7931.71368546
Muras;2;104356;69996;ES1120015.2918;UA532;52.1989825706;UA500;7931.71368546;104424;ES1120015.2918;1;S;3260;3260;;Ríos dos pisos basal a montano;7931.71368546
Muras;2;104357;69996;ES1120015.2918;UA532;52.1989825706;UA500;7931.71368546;104425;ES1120015.2918;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;7931.71368546
Muras;7;106065;70187;ES1120015.3500;UA532;612.359497316;UA500;34315.0932311;106133;ES1120015.3500;3;V;6510;6510;;Prados de sega de baixa altitude;34315.0932311
Muras;7;106066;70187;ES1120015.3500;UA532;612.359497316;UA500;34315.0932311;106134;ES1120015.3500;1;V;6410;6410;;Prados con Molinia;34315.0932311
Muras;7;106067;70187;ES1120015.3500;UA532;612.359497316;UA500;34315.0932311;106135;ES1120015.3500;1;S;3260;3260;;Ríos dos pisos basal a montano;34315.0932311
Muras;7;106068;70187;ES1120015.3500;UA532;612.359497316;UA500;34315.0932311;106136;ES1120015.3500;2;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;34315.0932311
Muras;7;106069;70187;ES1120015.3500;UA532;612.359497316;UA500;34315.0932311;106137;ES1120015.3500;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;34315.0932311
Muros;1;27866;24713;ES1110012.0073;UA162;113.720437822;UA100;10616.6662526;27934;ES1110012.0073;5;P;4030;4030;;Queirogais secos europeos;10616.6662526
Muros;1;27867;24713;ES1110012.0073;UA162;113.720437822;UA100;10616.6662526;27935;ES1110012.0073;4;V;8230;8230;;Rochedos silíceos con vexetación pioneira;10616.6662526
Muros;1;27868;24713;ES1110012.0073;UA162;113.720437822;UA100;10616.6662526;27936;ES1110012.0073;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;10616.6662526
Muros;1;27869;24713;ES1110012.0073;UA162;113.720437822;UA100;10616.6662526;27937;ES1110012.0073;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;10616.6662526
Muros;1;27870;24713;ES1110012.0073;UA162;113.720437822;UA100;10616.6662526;27938;ES1110012.0073;3;V;4030;4030;;Queirogais secos europeos;10616.6662526
Muros;1;27871;24713;ES1110012.0073;UA162;113.720437822;UA100;10616.6662526;27939;ES1110012.0073;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;10616.6662526
Muros;1;27872;24713;ES1110012.0073;UA162;113.720437822;UA100;10616.6662526;27940;ES1110012.0073;1;S;8310;8310;;Covas non explotadas polo turismo;10616.6662526
Muros;1;28207;24799;ES1110012.0218;UA631;40.5618879402;UA600;5480.48724168;28275;ES1110012.0218;3;S;4030;4030;;Queirogais secos europeos;5480.48724168
Muros;1;28208;24799;ES1110012.0218;UA631;40.5618879402;UA600;5480.48724168;28276;ES1110012.0218;1;S;8230;8230;;Rochedos silíceos con vexetación pioneira;5480.48724168
Muxía;4;10586;11525;ES1110005.0262;UA162;168.483470044;UA100;16033.5763848;10658;ES1110005.0262;4;V;4030;4030;;Queirogais secos europeos;16033.5763848
Muxía;4;10587;11525;ES1110005.0262;UA162;168.483470044;UA100;16033.5763848;10659;ES1110005.0262;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;16033.5763848
Muxía;4;10588;11525;ES1110005.0262;UA162;168.483470044;UA100;16033.5763848;10660;ES1110005.0262;1;V;5230*;5230;X;Matogueiras arborescentes de Laurus nobilis;16033.5763848
Muxía;4;10589;11525;ES1110005.0262;UA162;168.483470044;UA100;16033.5763848;10656;ES1110005.0262;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;16033.5763848
Muxía;4;10590;11525;ES1110005.0262;UA162;168.483470044;UA100;16033.5763848;10654;ES1110005.0262;5;P;4030;4030;;Queirogais secos europeos;16033.5763848
Muxía;4;10591;11525;ES1110005.0262;UA162;168.483470044;UA100;16033.5763848;10655;ES1110005.0262;2;V;8230;8230;;Rochedos silíceos con vexetación pioneira;16033.5763848
Muxía;4;10592;11525;ES1110005.0262;UA162;168.483470044;UA100;16033.5763848;10657;ES1110005.0262;2;V;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;16033.5763848
Muxía;2;10600;11527;ES1110005.0265;UA162;49.4806273141;UA100;11839.7596022;10668;ES1110005.0265;5;P;4030;4030;;Queirogais secos europeos;11839.7596022
Muxía;2;10601;11527;ES1110005.0265;UA162;49.4806273141;UA100;11839.7596022;10669;ES1110005.0265;5;V;4030;4030;;Queirogais secos europeos;11839.7596022
Muxía;2;10602;11527;ES1110005.0265;UA162;49.4806273141;UA100;11839.7596022;10670;ES1110005.0265;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;11839.7596022
Muxía;1;13419;12343;ES1110005.1123;UA532;58.2309862276;UA500;12740.6320539;13487;ES1110005.1123;2;V;6510;6510;;Prados de sega de baixa altitude;12740.6320539
Muxía;1;13420;12343;ES1110005.1123;UA532;58.2309862276;UA500;12740.6320539;13488;ES1110005.1123;2;V;6510;6510;;Prados de sega de baixa altitude;12740.6320539
Muxía;1;13421;12343;ES1110005.1123;UA532;58.2309862276;UA500;12740.6320539;13489;ES1110005.1123;1;V;6410;6410;;Prados con Molinia;12740.6320539
Muxía;1;13422;12343;ES1110005.1123;UA532;58.2309862276;UA500;12740.6320539;13490;ES1110005.1123;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;12740.6320539
Muxía;1;13423;12343;ES1110005.1123;UA532;58.2309862276;UA500;12740.6320539;13491;ES1110005.1123;1;S;6410;6410;;Prados con Molinia;12740.6320539
Muxía;1;13424;12343;ES1110005.1123;UA532;58.2309862276;UA500;12740.6320539;13492;ES1110005.1123;1;S;5230*;5230;X;Matogueiras arborescentes de Laurus nobilis;12740.6320539
Muxía;2;15812;14084;ES1110005.2959;UA320;57.1834045816;UA300;4361.94821062;15880;ES1110005.2959;2;V;8230;8230;;Rochedos silíceos con vexetación pioneira;4361.94821062
Muxía;2;15813;14084;ES1110005.2959;UA320;57.1834045816;UA300;4361.94821062;15884;ES1110005.2959;2;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;4361.94821062
Muxía;2;15814;14084;ES1110005.2959;UA320;57.1834045816;UA300;4361.94821062;15883;ES1110005.2959;1;S;3260;3260;;Ríos dos pisos basal a montano;4361.94821062
Muxía;2;15815;14084;ES1110005.2959;UA320;57.1834045816;UA300;4361.94821062;15882;ES1110005.2959;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;4361.94821062
Muxía;2;15816;14084;ES1110005.2959;UA320;57.1834045816;UA300;4361.94821062;15881;ES1110005.2959;4;V;4030;4030;;Queirogais secos europeos;4361.94821062
Muxía;6;15817;14085;ES1110005.2960;UA320;207.632518043;UA300;16776.0997827;15885;ES1110005.2960;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;16776.0997827
Muxía;6;15818;14085;ES1110005.2960;UA320;207.632518043;UA300;16776.0997827;15886;ES1110005.2960;5;V;4030;4030;;Queirogais secos europeos;16776.0997827
Muxía;6;15819;14085;ES1110005.2960;UA320;207.632518043;UA300;16776.0997827;15887;ES1110005.2960;1;V;4030;4030;;Queirogais secos europeos;16776.0997827
Muxía;6;15820;14085;ES1110005.2960;UA320;207.632518043;UA300;16776.0997827;15888;ES1110005.2960;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;16776.0997827
Muxía;6;15821;14085;ES1110005.2960;UA320;207.632518043;UA300;16776.0997827;15889;ES1110005.2960;1;S;3260;3260;;Ríos dos pisos basal a montano;16776.0997827
Muxía;6;15822;14085;ES1110005.2960;UA320;207.632518043;UA300;16776.0997827;15890;ES1110005.2960;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;16776.0997827
Muxía;8;16201;14834;ES1110005.3794;UA154;216.714624531;UA100;29206.1731067;16270;ES1110005.3794;1;V;2260;2260;;Dunas con vexetación esclerófila do Cisto-Lavanduletalia;29206.1731067
Muxía;8;16202;14834;ES1110005.3794;UA154;216.714624531;UA100;29206.1731067;16271;ES1110005.3794;2;V;4030;4030;;Queirogais secos europeos;29206.1731067
Muxía;8;16203;14834;ES1110005.3794;UA154;216.714624531;UA100;29206.1731067;16272;ES1110005.3794;2;V;4030;4030;;Queirogais secos europeos;29206.1731067
Muxía;8;16204;14834;ES1110005.3794;UA154;216.714624531;UA100;29206.1731067;16273;ES1110005.3794;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;29206.1731067
Muxía;8;16205;14834;ES1110005.3794;UA154;216.714624531;UA100;29206.1731067;16274;ES1110005.3794;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;29206.1731067
Muxía;8;16206;14834;ES1110005.3794;UA154;216.714624531;UA100;29206.1731067;16275;ES1110005.3794;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;29206.1731067
Muxía;8;16207;14834;ES1110005.3794;UA154;216.714624531;UA100;29206.1731067;16269;ES1110005.3794;4;V;2150*;2150;X;Dunas fixas descalcificadas atlánticas (Calluno-Ulicetea);29206.1731067
Narón;2;3680;2833;ES1110002.0357;UA162;31.4230109375;UA100;4896.57885347;3748;ES1110002.0357;5;P;4030;4030;;Queirogais secos europeos;4896.57885347
Narón;2;3681;2833;ES1110002.0357;UA162;31.4230109375;UA100;4896.57885347;3749;ES1110002.0357;5;V;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;4896.57885347
Narón;2;3682;2833;ES1110002.0357;UA162;31.4230109375;UA100;4896.57885347;3750;ES1110002.0357;2;V;4030;4030;;Queirogais secos europeos;4896.57885347
Narón;4;5333;3767;ES1110002.1699;UA162;665.654666556;UA100;68312.2748712;5406;ES1110002.1699;2;V;4030;4030;;Queirogais secos europeos;68312.2748712
Narón;4;5334;3767;ES1110002.1699;UA162;665.654666556;UA100;68312.2748712;5407;ES1110002.1699;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;68312.2748712
Narón;4;5335;3767;ES1110002.1699;UA162;665.654666556;UA100;68312.2748712;5405;ES1110002.1699;5;V;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;68312.2748712
Narón;4;5336;3767;ES1110002.1699;UA162;665.654666556;UA100;68312.2748712;5404;ES1110002.1699;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;68312.2748712
Narón;4;5337;3767;ES1110002.1699;UA162;665.654666556;UA100;68312.2748712;5403;ES1110002.1699;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;68312.2748712
Narón;4;5338;3767;ES1110002.1699;UA162;665.654666556;UA100;68312.2748712;5402;ES1110002.1699;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;68312.2748712
Narón;4;5339;3767;ES1110002.1699;UA162;665.654666556;UA100;68312.2748712;5401;ES1110002.1699;5;P;4030;4030;;Queirogais secos europeos;68312.2748712
Narón;4;5340;3767;ES1110002.1699;UA162;665.654666556;UA100;68312.2748712;5408;ES1110002.1699;1;V;5230*;5230;X;Matogueiras arborescentes de Laurus nobilis;68312.2748712
Negueira de Muñiz;12;89439;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89516;ES1120010.0184;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;140577.78008
Negueira de Muñiz;12;89440;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89513;ES1120010.0184;1;V;4030;4030;;Queirogais secos europeos;140577.78008
Negueira de Muñiz;12;89441;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89517;ES1120010.0184;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;140577.78008
Negueira de Muñiz;12;89442;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89515;ES1120010.0184;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;140577.78008
Negueira de Muñiz;12;89443;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89514;ES1120010.0184;1;V;4030;4030;;Queirogais secos europeos;140577.78008
Negueira de Muñiz;12;89444;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89511;ES1120010.0184;1;V;4030;4030;;Queirogais secos europeos;140577.78008
Negueira de Muñiz;12;89445;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89510;ES1120010.0184;1;V;8310;8310;;Covas non explotadas polo turismo;140577.78008
Negueira de Muñiz;12;89446;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89509;ES1120010.0184;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;140577.78008
Negueira de Muñiz;12;89447;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89508;ES1120010.0184;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;140577.78008
Negueira de Muñiz;12;89448;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89507;ES1120010.0184;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;140577.78008
Negueira de Muñiz;12;89449;59041;ES1120010.0184;UA320;1942.6046923;UA300;140577.78008;89512;ES1120010.0184;5;V;4030;4030;;Queirogais secos europeos;140577.78008
Negueira de Muñiz;2;89602;58755;ES1120010.0269;UA320;7.87082287014;UA300;2389.36444612;89670;ES1120010.0269;5;V;4030;4030;;Queirogais secos europeos;2389.36444612
Negueira de Muñiz;2;89603;58755;ES1120010.0269;UA320;7.87082287014;UA300;2389.36444612;89671;ES1120010.0269;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;2389.36444612
Negueira de Muñiz;3;89682;59069;ES1120010.0299;UA630;81.3606449662;UA600;9341.09487202;89750;ES1120010.0299;2;S;8230;8230;;Rochedos silíceos con vexetación pioneira;9341.09487202
Negueira de Muñiz;3;89683;59069;ES1120010.0299;UA630;81.3606449662;UA600;9341.09487202;89751;ES1120010.0299;2;S;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;9341.09487202
Negueira de Muñiz;3;89705;58779;ES1120010.0307;UA320;28.2990786986;UA300;3218.05365749;89778;ES1120010.0307;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;3218.05365749
Negueira de Muñiz;3;89706;58779;ES1120010.0307;UA320;28.2990786986;UA300;3218.05365749;89773;ES1120010.0307;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;3218.05365749
Negueira de Muñiz;3;89707;58779;ES1120010.0307;UA320;28.2990786986;UA300;3218.05365749;89774;ES1120010.0307;1;V;8310;8310;;Covas non explotadas polo turismo;3218.05365749
Negueira de Muñiz;3;89708;58779;ES1120010.0307;UA320;28.2990786986;UA300;3218.05365749;89775;ES1120010.0307;1;V;4030;4030;;Queirogais secos europeos;3218.05365749
Negueira de Muñiz;3;89709;58779;ES1120010.0307;UA320;28.2990786986;UA300;3218.05365749;89776;ES1120010.0307;5;V;4030;4030;;Queirogais secos europeos;3218.05365749
Negueira de Muñiz;3;89710;58779;ES1120010.0307;UA320;28.2990786986;UA300;3218.05365749;89777;ES1120010.0307;1;V;4030;4030;;Queirogais secos europeos;3218.05365749
Negueira de Muñiz;2;89716;59036;ES1120010.0310;UA630;94.7752879479;UA600;11777.7358177;89784;ES1120010.0310;1;S;4030;4030;;Queirogais secos europeos;11777.7358177
Negueira de Muñiz;2;90218;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90289;ES1120010.0567;1;V;8310;8310;;Covas non explotadas polo turismo;16657.3615077
Negueira de Muñiz;2;90219;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90292;ES1120010.0567;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;16657.3615077
Negueira de Muñiz;2;90220;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90295;ES1120010.0567;1;S;9230;9230;;Carballeiras galaico-portugueses con Quercus robur e Q. pyrenaica;16657.3615077
Negueira de Muñiz;2;90221;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90294;ES1120010.0567;1;S;6430;6430;;Megaforbios éutrofos higrófilos das orlas de chairas;16657.3615077
Negueira de Muñiz;2;90222;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90293;ES1120010.0567;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;16657.3615077
Negueira de Muñiz;2;90223;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90290;ES1120010.0567;4;V;4030;4030;;Queirogais secos europeos;16657.3615077
Negueira de Muñiz;2;90224;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90288;ES1120010.0567;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;16657.3615077
Negueira de Muñiz;2;90225;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90287;ES1120010.0567;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;16657.3615077
Negueira de Muñiz;2;90226;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90286;ES1120010.0567;1;V;8230;8230;;Rochedos silíceos con vexetación pioneira;16657.3615077
Negueira de Muñiz;2;90227;59050;ES1120010.0567;UA320;68.9850986368;UA300;16657.3615077;90291;ES1120010.0567;2;V;4030;4030;;Queirogais secos europeos;16657.3615077
Nogais, As;8;42536;34118;Es1120001.1188;UA310;1650.8768785;UA300;162005.158118;42605;Es1120001.1188;1;V;8130;8130;;Desprendementos mediterráneos occidentais e termófilos;162005.158118
Nogais, As;8;42537;34118;Es1120001.1188;UA310;1650.8768785;UA300;162005.158118;42610;Es1120001.1188;1;S;4020*;4020;X;Queirogais húmidos atlánticos de Erica ciliaris e Erica tetralix;162005.158118
Nogais, As;8;42538;34118;Es1120001.1188;UA310;1650.8768785;UA300;162005.158118;42611;Es1120001.1188;1;S;8310;8310;;Covas non explotadas polo turismo;162005.158118
Nogais, As;8;42539;34118;Es1120001.1188;UA310;1650.8768785;UA300;162005.158118;42609;Es1120001.1188;1;S;3260;3260;;Ríos dos pisos basal a montano;162005.158118
Nogais, As;8;42540;34118;Es1120001.1188;UA310;1650.8768785;UA300;162005.158118;42608;Es1120001.1188;1;V;6220*;6220;X;Pseudoestepas de gramíneas e anuais da orde Thero-Brachypodietea;162005.158118
Nogais, As;8;42541;34118;Es1120001.1188;UA310;1650.8768785;UA300;162005.158118;42606;Es1120001.1188;1;V;8220;8220;;Encostas rochosas silíceas con vexetación casmofítica;162005.158118
